customer_id,city,city_tier,channel,age,gender,recency_days,frequency,monetary,avg_order_value,first_order_date,last_order_date,r_score,f_score,m_score,rfm_total,rfm_segment,monetary_percentile,churned,monetary_log,avg_order_log,lifespan_days,orders_per_month,tier_encoded,channel_encoded,churn_probability,churn_risk
7806,Chennai,Tier-1,Organic Search,33,Male,0,7,363306.0,51900.86,2024-08-23,2024-12-31,5,5,5,15,Champion,93.1,0,12.803003485846407,10.857109906662098,130,1.312,3,4,0.0,
1848,Hyderabad,Tier-1,Social Media,38,Male,0,7,389215.0,55602.14,2023-03-27,2024-12-31,5,5,5,15,Champion,93.7,0,12.871889738418163,10.925994953464174,645,0.311,3,3,0.0,
5987,Kolkata,Tier-1,Paid Ads,29,Male,0,7,412780.0,58968.57,2024-12-16,2024-12-31,5,5,5,15,Champion,94.4,0,12.930672464958427,10.984776827124653,15,4.667,3,2,0.0,
974,Pune,Tier-2,Social Media,54,Male,0,8,235627.5,29453.44,2024-12-28,2024-12-31,5,5,5,15,Champion,85.3,0,12.370011691185496,10.290599941722773,3,7.273,2,3,0.0,
7105,Varanasi,Tier-3,Paid Ads,19,Male,0,8,249440.0,31180.0,2024-12-30,2024-12-31,5,5,5,15,Champion,86.6,0,12.426977693263684,10.347564213938401,1,7.742,1,2,0.0,
4696,Nashik,Tier-3,Referral,34,Male,0,8,264550.0,33068.75,2024-12-10,2024-12-31,5,5,5,15,Champion,87.8,0,12.485789328328913,10.406374246225461,21,4.706,1,5,0.0,
744,Nashik,Tier-3,Organic Search,39,Female,0,8,269610.0,33701.25,2024-12-03,2024-12-31,5,5,5,15,Champion,88.1,0,12.504735458374887,10.425319879690367,28,4.138,1,4,0.0,
7651,Bengaluru,Tier-1,Paid Ads,28,Female,0,8,319420.0,39927.5,2024-12-06,2024-12-31,5,5,5,15,Champion,91.2,0,12.674265260879746,10.594845633611612,25,4.364,3,2,0.0,
9783,Chennai,Tier-1,Direct,36,Male,0,8,344990.0,43123.75,2024-04-17,2024-12-31,5,5,5,15,Champion,92.4,0,12.751273608716705,10.671852357215409,258,0.833,3,1,0.0,
9896,Madurai,Tier-3,Social Media,25,Female,0,8,372344.0,46543.0,2024-12-31,2024-12-31,5,5,5,15,Champion,93.4,0,12.827576122822501,10.748153380734983,0,8.0,1,3,0.0,
8485,Mumbai,Tier-1,Paid Ads,42,Female,0,9,432680.0,48075.56,2024-12-12,2024-12-31,5,5,5,15,Champion,94.8,0,12.977756014918407,10.780550019228485,19,5.51,3,2,0.0,
8177,Coimbatore,Tier-2,Direct,22,Male,0,9,448260.0,49806.67,2024-12-19,2024-12-31,5,5,5,15,Champion,95.2,0,13.013130931043582,10.815924267217746,12,6.429,2,1,0.0,
8605,Bengaluru,Tier-1,Social Media,40,Female,0,9,448972.0,49885.78,2024-12-11,2024-12-31,5,5,5,15,Champion,95.2,0,13.014718031286003,10.817511316779775,20,5.4,3,3,0.0,
9967,Coimbatore,Tier-2,Email Campaign,27,Female,0,9,457870.0,50874.44,2024-12-31,2024-12-31,5,5,5,15,Champion,95.4,0,13.03434276403422,10.837135571356145,0,9.0,2,3,0.0,
9011,Mumbai,Tier-1,Social Media,40,Female,0,10,262841.0,26284.1,2024-05-05,2024-12-31,5,5,5,15,Champion,87.6,0,12.479308370174758,10.176757517697519,240,1.111,3,3,0.0,
8316,Coimbatore,Tier-2,Referral,20,Male,0,10,461046.0,46104.6,2024-12-29,2024-12-31,5,5,5,15,Champion,95.5,0,13.041255269059663,10.738689696661472,2,9.375,2,5,0.0,
205,Nagpur,Tier-2,Organic Search,36,Female,0,10,466403.0,46640.3,2024-12-27,2024-12-31,5,5,5,15,Champion,95.6,0,13.052807490310974,10.750241693706252,4,8.824,2,4,0.0,
406,Coimbatore,Tier-2,Referral,39,Male,0,10,768485.5,76848.55,2024-12-27,2024-12-31,5,5,5,15,Champion,98.2,0,13.552178275118138,11.249604893386813,4,8.824,2,5,0.0,
3236,Chennai,Tier-1,Social Media,33,Female,0,11,283474.5,25770.41,2024-12-23,2024-12-31,5,5,5,15,Champion,89.1,0,12.554880978662455,10.157021016934245,8,8.684,3,3,0.0,
643,Mumbai,Tier-1,Referral,48,Female,0,11,324478.0,29498.0,2024-12-16,2024-12-31,5,5,5,15,Champion,91.5,0,12.689976098086108,10.292111643448266,15,7.333,3,5,0.0,
4467,Hyderabad,Tier-1,Social Media,39,Female,0,12,283450.0,23620.83,2024-12-29,2024-12-31,5,5,5,15,Champion,89.1,0,12.554794547705303,10.069926563464836,2,11.25,3,3,0.0,
2454,Bengaluru,Tier-1,Paid Ads,22,Female,0,12,575530.0,47960.83,2024-12-24,2024-12-31,5,5,5,15,Champion,96.9,0,13.263048371896645,10.77816076521083,7,9.73,3,2,0.0,
1148,Jodhpur,Tier-3,Social Media,31,Male,0,12,634589.0,52882.42,2024-12-15,2024-12-31,5,5,5,15,Champion,97.3,0,13.360734400049306,10.875845147169496,16,7.826,1,3,0.0,
9307,Nagpur,Tier-2,Organic Search,33,Female,0,13,436090.0,33545.38,2024-12-06,2024-12-31,5,5,5,15,Champion,94.9,0,12.985606216149431,10.42068423791963,25,7.091,2,4,0.0,
7142,Vijayawada,Tier-3,Referral,43,Male,0,13,608900.0,46838.46,2024-12-14,2024-12-31,5,5,5,15,Champion,97.1,0,13.319410971901114,10.754481289037171,17,8.298,1,5,0.0,
738,Lucknow,Tier-2,Organic Search,43,Female,0,15,585509.0,39033.93,2024-12-10,2024-12-31,5,5,5,15,Champion,97.0,0,13.280238541293357,10.572212165290326,21,8.824,2,4,0.0,
2071,Coimbatore,Tier-2,Paid Ads,23,Male,0,15,620903.0,41393.53,2024-12-24,2024-12-31,5,5,5,15,Champion,97.3,0,13.338931759593466,10.630904025480184,7,12.162,2,2,0.0,
4300,Mumbai,Tier-1,Organic Search,40,Other,0,16,506652.0,31665.75,2024-12-26,2024-12-31,5,5,5,15,Champion,96.1,0,13.135581630106342,10.363022513490053,5,13.714,3,4,0.0,
6926,Bhopal,Tier-2,Social Media,43,Female,0,16,625036.0,39064.75,2024-12-04,2024-12-31,5,5,5,15,Champion,97.3,0,13.345566126966288,10.573001403017829,27,8.421,2,3,0.0,
8197,Hyderabad,Tier-1,Organic Search,26,Female,0,16,738040.5,46127.53,2024-12-15,2024-12-31,5,5,5,15,Champion,98.0,0,13.51175533506392,10.73918690957978,16,10.435,3,4,0.0,
7740,Hyderabad,Tier-1,Referral,39,Female,0,17,365384.0,21493.18,2024-09-01,2024-12-31,5,5,5,15,Champion,93.2,0,12.808706871180313,9.975537479796106,121,3.377,3,5,0.0,
6909,Surat,Tier-2,Direct,32,Male,0,17,547287.0,32193.35,2024-12-20,2024-12-31,5,5,5,15,Champion,96.6,0,13.212730451073986,10.379546250298059,11,12.439,2,1,0.0,
6742,Nashik,Tier-3,Email Campaign,41,Male,0,18,413338.0,22963.22,2024-11-03,2024-12-31,5,5,5,15,Champion,94.4,0,12.932023358496552,10.041692631454143,58,6.136,1,3,0.0,
6020,Jodhpur,Tier-3,Referral,30,Female,0,18,894846.5,49713.69,2024-10-18,2024-12-31,5,5,5,15,Champion,98.6,0,13.704408591677334,10.81405574185214,74,5.192,1,5,0.0,
5498,Nagpur,Tier-2,Email Campaign,38,Other,0,19,450983.0,23735.95,2024-12-11,2024-12-31,5,5,5,15,Champion,95.3,0,13.019187141137099,10.074788184762589,20,11.4,2,3,0.0,
2003,Chennai,Tier-1,Social Media,29,Male,0,21,1119247.0,53297.48,2024-12-26,2024-12-31,5,5,5,15,Champion,99.2,0,13.928167589190737,10.883663091923655,5,18.0,3,3,0.0,
1661,Patna,Tier-3,App,43,Female,0,21,1127845.0,53706.9,2024-12-22,2024-12-31,5,5,5,15,Champion,99.2,0,13.935820176897085,10.891315383270854,9,16.154,1,2,0.0,
6440,Bengaluru,Tier-1,Direct,26,Female,0,23,746514.0,32457.13,2024-12-09,2024-12-31,5,5,5,15,Champion,98.1,0,13.523170989530437,10.387706230043726,22,13.269,3,1,0.0,
3687,Pune,Tier-2,App,36,Female,0,23,907320.5,39448.72,2022-10-31,2024-12-31,5,5,5,15,Champion,98.6,0,13.718252131559423,10.582782228656944,792,0.839,2,2,0.0,
8262,Jaipur,Tier-2,Organic Search,34,Male,0,24,638230.0,26592.92,2024-01-15,2024-12-31,5,5,5,15,Champion,97.4,0,13.366455565761294,10.188437897214788,351,1.89,2,4,0.0,
8029,Bhopal,Tier-2,Email Campaign,28,Female,0,29,764292.5,26354.91,2024-12-19,2024-12-31,5,5,5,15,Champion,98.1,0,13.546707156680878,10.179447817245668,12,20.714,2,3,0.0,
7377,Surat,Tier-2,Organic Search,47,Male,0,29,929730.0,32059.66,2024-01-06,2024-12-31,5,5,5,15,Champion,98.8,0,13.742650575977539,10.375385012352146,360,2.231,2,4,0.0,
9030,Patna,Tier-3,Paid Ads,34,Female,0,40,1657064.5,41426.61,2024-07-18,2024-12-31,5,5,5,15,Champion,99.6,0,14.320558824897203,10.631702845741508,166,6.122,1,2,0.0,
7791,Pune,Tier-2,Social Media,35,Female,0,43,1632615.5,37967.8,2024-10-14,2024-12-31,5,5,5,15,Champion,99.5,0,14.305694500526785,10.54452004882862,78,11.944,2,3,0.0,
5963,Mumbai,Tier-1,Organic Search,41,Male,0,115,4088327.0,35550.67,2024-02-23,2024-12-31,5,5,5,15,Champion,99.9,0,15.223646642480695,10.478742410218059,312,10.088,3,4,0.0,
9542,Pune,Tier-2,Referral,30,Female,0,119,4219279.5,35456.13,2024-12-21,2024-12-31,5,5,5,15,Champion,99.9,0,15.25517517384549,10.476079640086468,10,89.25,2,5,0.0,
3595,Chennai,Tier-1,Social Media,42,Male,0,199,6833262.5,34338.0,2024-09-26,2024-12-31,5,5,5,15,Champion,99.9,0,15.737312935876112,10.444037013468341,96,47.381,3,3,0.0,
5262,Mumbai,Tier-1,Paid Ads,56,Female,0,338,11658172.0,34491.63,2022-06-18,2024-12-31,5,5,5,15,Champion,100.0,0,16.271518037072653,10.448500957010362,927,10.596,3,2,0.0,
86,Bengaluru,Tier-1,Organic Search,32,Male,1,5,206700.0,41340.0,2024-08-15,2024-12-30,5,5,5,15,Champion,82.1,0,12.239028583587523,10.629610022590025,137,0.898,3,4,0.0,
7656,Kolkata,Tier-1,Organic Search,44,Female,1,5,210820.0,42164.0,2023-03-15,2024-12-30,5,5,5,15,Champion,82.6,0,12.25876471118091,10.649345772008742,656,0.219,3,4,0.0,
8531,Coimbatore,Tier-2,Social Media,18,Male,1,6,245127.0,40854.5,2023-05-19,2024-12-30,5,5,5,15,Champion,86.2,0,12.409535802077503,10.617796730148031,591,0.29,2,3,0.0,
5990,Bengaluru,Tier-1,Direct,24,Male,1,6,264360.0,44060.0,2024-04-19,2024-12-30,5,5,5,15,Champion,87.7,0,12.485070872297767,10.693330316421973,255,0.632,3,1,0.0,
2720,Jaipur,Tier-2,Social Media,43,Female,1,7,190890.0,27270.0,2023-07-05,2024-12-30,5,5,5,15,Champion,80.1,0,12.159457863500325,10.213579145500994,544,0.366,2,3,0.0,
6166,Pune,Tier-2,Paid Ads,30,Other,1,11,501190.0,45562.73,2023-06-23,2024-12-30,5,5,5,15,Champion,96.1,0,13.12474254493939,10.726867284271405,556,0.563,2,2,0.0,
4826,Hyderabad,Tier-1,Paid Ads,35,Female,1,12,275426.0,22952.17,2024-12-07,2024-12-30,5,5,5,15,Champion,88.5,0,12.526077899686848,10.041211332311779,23,6.792,3,2,0.0,
3401,Surat,Tier-2,Social Media,28,Male,1,13,292471.5,22497.81,2024-06-18,2024-12-30,5,5,5,15,Champion,89.7,0,12.586125924140147,10.021217697904955,195,1.733,2,3,0.0,
483,Chennai,Tier-1,Email Campaign,30,Female,1,14,232237.0,16588.36,2024-11-30,2024-12-30,5,5,5,15,Champion,85.0,0,12.355517986880514,9.716516804984062,30,7.0,3,3,0.0,
7648,Mumbai,Tier-1,Email Campaign,32,Male,1,14,321422.5,22958.75,2024-08-22,2024-12-30,5,5,5,15,Champion,91.3,0,12.68051484722304,10.04149796187248,130,2.625,3,3,0.0,
4106,Delhi,Tier-1,Email Campaign,37,Male,1,14,380693.0,27192.36,2024-12-09,2024-12-30,5,5,5,15,Champion,93.5,0,12.849751181805098,10.210728104835466,21,8.235,3,3,0.0,
4399,Kolkata,Tier-1,Referral,25,Male,1,16,462713.0,28919.56,2023-08-10,2024-12-30,5,5,5,15,Champion,95.5,0,13.044864431623433,10.272308039847328,508,0.892,3,5,0.0,
418,Kochi,Tier-2,Social Media,40,Female,1,17,266265.0,15662.65,2024-03-25,2024-12-30,5,5,5,15,Champion,87.9,0,12.49225108809692,9.65909802029185,280,1.645,2,3,0.0,
8691,Chennai,Tier-1,Organic Search,33,Female,1,17,587431.0,34554.76,2024-12-01,2024-12-30,5,5,5,15,Champion,97.0,0,13.283515773620667,10.450329530206364,29,8.644,3,4,0.0,
8745,Mumbai,Tier-1,Organic Search,32,Male,1,17,803088.5,47240.5,2023-02-06,2024-12-30,5,5,5,15,Champion,98.3,0,13.596221443754139,10.763028022559096,693,0.705,3,4,0.0,
2589,Jaipur,Tier-2,App,28,Female,1,27,973467.0,36054.33,2023-06-26,2024-12-30,5,5,5,15,Champion,98.8,0,13.788620232170407,10.492809981992375,553,1.389,2,2,0.0,
9128,Jodhpur,Tier-3,Paid Ads,31,Male,1,31,989279.5,31912.24,2022-03-19,2024-12-30,5,5,5,15,Champion,98.9,0,13.80473319021035,10.37077624968669,1017,0.888,1,2,0.0,
1960,Lucknow,Tier-2,Referral,23,Female,1,62,2167559.5,34960.64,2022-07-01,2024-12-30,5,5,5,15,Champion,99.8,0,14.589112899588699,10.462006739424345,913,1.972,2,5,0.0,
4503,Coimbatore,Tier-2,Organic Search,37,Female,1,172,6159792.5,35812.75,2023-07-20,2024-12-30,5,5,5,15,Champion,99.9,0,15.63355381222053,10.486087176861925,529,9.231,2,4,0.0,
5524,Lucknow,Tier-2,Direct,18,Male,2,5,252121.0,50424.2,2023-10-05,2024-12-29,5,5,5,15,Champion,86.9,0,12.437668376326029,10.82824632910111,451,0.312,2,1,0.0,
5711,Nashik,Tier-3,Organic Search,29,Female,2,7,320640.0,45805.71,2024-04-19,2024-12-29,5,5,5,15,Champion,91.3,0,12.678077396196194,10.732185865921458,254,0.739,1,4,0.0,
3744,Varanasi,Tier-3,Paid Ads,32,Female,2,8,255232.0,31904.0,2024-03-13,2024-12-29,5,5,5,15,Champion,87.0,0,12.449932132437738,10.370518016302448,291,0.748,1,2,0.0,
9444,Bengaluru,Tier-1,Referral,31,Male,2,8,328158.0,41019.75,2024-11-25,2024-12-29,5,5,5,15,Champion,91.7,0,12.701253526007562,10.621833315223244,34,3.75,3,5,0.0,
9756,Chennai,Tier-1,Email Campaign,18,Male,2,9,467400.0,51933.33,2024-08-07,2024-12-29,5,5,5,15,Champion,95.6,0,13.054942840579685,10.857735314837385,144,1.552,3,3,0.0,
7038,Delhi,Tier-1,Organic Search,34,Female,2,10,389915.0,38991.5,2024-11-30,2024-12-29,5,5,5,15,Champion,93.8,0,12.873686610291847,10.57112459892598,29,5.085,3,4,0.0,
4149,Vijayawada,Tier-3,Paid Ads,32,Other,2,10,531150.0,53115.0,2024-02-13,2024-12-29,5,5,5,15,Champion,96.4,0,13.18280162891372,10.880233480110219,320,0.857,1,2,0.0,
9781,Bengaluru,Tier-1,Social Media,20,Male,2,11,504025.0,45820.45,2024-08-26,2024-12-29,5,5,5,15,Champion,96.1,0,13.130383133024514,10.732507601076396,125,2.129,3,3,0.0,
6224,Chennai,Tier-1,Organic Search,36,Female,2,13,464770.0,35751.54,2024-05-04,2024-12-29,5,5,5,15,Champion,95.5,0,13.0493000901465,10.484376594549346,239,1.45,3,4,0.0,
6908,Mumbai,Tier-1,Paid Ads,28,Female,2,14,407680.0,29120.0,2024-03-24,2024-12-29,5,5,5,15,Champion,94.3,0,12.91824028482711,10.279214842380336,280,1.355,3,2,0.0,
8701,Bengaluru,Tier-1,Social Media,34,Male,2,14,484441.0,34602.93,2023-11-13,2024-12-29,5,5,5,15,Champion,95.8,0,13.090752992104708,10.451722538410692,412,0.95,3,3,0.0,
1597,Kolkata,Tier-1,Organic Search,29,Male,2,15,617380.0,41158.67,2024-02-24,2024-12-29,5,5,5,15,Champion,97.3,0,13.333241616362212,10.625214172423135,309,1.327,3,4,0.0,
1918,Bhopal,Tier-2,Referral,32,Male,2,17,274395.0,16140.88,2024-04-03,2024-12-29,5,5,5,15,Champion,88.4,0,12.522327597468143,9.689172415833639,270,1.7,2,5,0.0,
6513,Bengaluru,Tier-1,Referral,43,Male,2,24,535822.5,22325.94,2023-06-22,2024-12-29,5,5,5,15,Champion,96.5,0,13.191560094779962,10.013549300065584,556,1.229,3,5,0.0,
3067,Meerut,Tier-3,Paid Ads,18,Female,2,28,760734.5,27169.09,2022-06-01,2024-12-29,5,5,5,15,Champion,98.1,0,13.542041007439549,10.209872014891904,942,0.864,1,2,0.0,
5547,Delhi,Tier-1,Email Campaign,18,Male,2,28,927474.0,33124.07,2024-03-08,2024-12-29,5,5,5,15,Champion,98.7,0,13.740221118922559,10.408045676493838,296,2.577,3,3,0.0,
549,Jodhpur,Tier-3,Organic Search,38,Male,2,29,1062322.5,36631.81,2023-10-30,2024-12-29,5,5,5,15,Champion,99.1,0,13.875969048334586,10.508699565907275,426,1.908,1,4,0.0,
8902,Chennai,Tier-1,Referral,33,Male,2,32,931901.0,29121.91,2023-11-13,2024-12-29,5,5,5,15,Champion,98.8,0,13.744982937924465,10.279280428636502,412,2.172,3,5,0.0,
8222,Surat,Tier-2,App,31,Male,2,36,2014026.0,55945.17,2024-11-29,2024-12-29,5,5,5,15,Champion,99.7,0,14.515646758327685,10.932145257420226,30,18.0,2,2,0.0,
2582,Mumbai,Tier-1,Referral,23,Male,2,86,2625174.5,30525.28,2024-11-26,2024-12-29,5,5,5,15,Champion,99.8,0,14.780658308915879,10.326343230941681,33,40.952,3,5,0.0,
6170,Delhi,Tier-1,Email Campaign,28,Other,2,241,7356644.5,30525.5,2023-02-13,2024-12-29,5,5,5,15,Champion,99.9,0,15.811114612351789,10.326350437820713,685,10.112,3,3,0.0,
9485,Jodhpur,Tier-3,Email Campaign,28,Male,2,264,8093876.5,30658.62,2022-02-16,2024-12-29,5,5,5,15,Champion,99.9,0,15.906618469635763,10.330701758350303,1047,7.354,1,3,0.0,
967,Varanasi,Tier-3,Organic Search,21,Male,2,277,9960214.0,35957.45,2023-06-26,2024-12-29,5,5,5,15,Champion,100.0,0,16.11410921567318,10.4901193842083,552,14.278,1,4,0.0,
4681,Hyderabad,Tier-1,Organic Search,26,Female,2,452,15720043.0,34778.86,2023-04-24,2024-12-29,5,5,5,15,Champion,100.0,0,16.570447143943607,10.456793762598275,615,21.023,3,4,0.0,
348,Bhopal,Tier-2,Social Media,35,Male,3,5,225530.0,45106.0,2022-08-13,2024-12-28,5,5,5,15,Champion,84.2,0,12.326212900760236,10.71679272408986,868,0.167,2,3,0.0,
8986,Kolkata,Tier-1,Paid Ads,20,Male,3,6,190990.0,31831.67,2023-09-07,2024-12-28,5,5,5,15,Champion,80.1,0,12.159981585499716,10.36824839988727,478,0.354,3,2,0.0,
9312,Bengaluru,Tier-1,Social Media,37,Female,3,6,234930.0,39155.0,2024-09-28,2024-12-28,5,5,5,15,Champion,85.2,0,12.367047132991102,10.575308946381321,91,1.488,3,3,0.0,
8698,Indore,Tier-2,Organic Search,23,Female,3,7,216104.0,30872.0,2023-02-14,2024-12-28,5,5,5,15,Champion,83.1,0,12.283519679663684,10.337637294504201,683,0.295,2,4,0.0,
4817,Hyderabad,Tier-1,Email Campaign,18,Female,3,7,229734.0,32819.14,2023-06-06,2024-12-28,5,5,5,15,Champion,84.6,0,12.344681749729647,10.398797630326635,571,0.349,3,3,0.0,
5411,Hyderabad,Tier-1,Social Media,28,Male,3,7,299950.0,42850.0,2022-11-17,2024-12-28,5,5,5,15,Champion,90.1,0,12.611374406964662,10.665484260976488,772,0.262,3,3,0.0,
2227,Chandigarh,Tier-2,Organic Search,22,Female,3,7,315635.0,45090.71,2024-12-03,2024-12-28,5,5,5,15,Champion,91.0,0,12.662344929889612,10.716453694847724,25,3.818,2,4,0.0,
7217,Madurai,Tier-3,Direct,27,Female,3,7,490760.0,70108.57,2023-09-02,2024-12-28,5,5,5,15,Champion,96.0,0,13.103712526558924,11.157814582962978,483,0.409,1,1,0.0,
2554,Chennai,Tier-1,Email Campaign,27,Male,3,8,298560.0,37320.0,2024-12-04,2024-12-28,5,5,5,15,Champion,90.0,0,12.60672954604601,10.527311449886323,24,4.444,3,3,0.0,
9168,Delhi,Tier-1,Organic Search,40,Male,3,9,255867.5,28429.72,2022-08-29,2024-12-28,5,5,5,15,Champion,87.0,0,12.452418919612105,10.255225529684898,852,0.306,3,4,0.0,
535,Coimbatore,Tier-2,Social Media,28,Male,3,9,522103.5,58011.5,2024-12-04,2024-12-28,5,5,5,15,Champion,96.4,0,13.165623038399998,10.968413783549432,24,5.0,2,3,0.0,
9035,Mumbai,Tier-1,Email Campaign,42,Female,3,10,283398.0,28339.8,2022-10-09,2024-12-28,5,5,5,15,Champion,89.0,0,12.554611077650982,10.252057741498332,811,0.357,3,3,0.0,
5577,Bengaluru,Tier-1,Paid Ads,35,Male,3,13,544054.0,41850.31,2024-09-29,2024-12-28,5,5,5,15,Champion,96.6,0,13.206805623668698,10.641878377697727,90,3.25,3,2,0.0,
314,Nagpur,Tier-2,App,41,Male,3,13,717450.0,55188.46,2022-07-12,2024-12-28,5,5,5,15,Champion,97.9,0,13.483459931600935,10.918527272004452,900,0.419,2,2,0.0,
3521,Chandigarh,Tier-2,Social Media,44,Male,3,13,808778.0,62213.69,2023-08-09,2024-12-28,5,5,5,15,Champion,98.3,0,13.603280981959626,11.038346424476108,507,0.726,2,3,0.0,
2009,Madurai,Tier-3,Email Campaign,26,Female,3,15,609140.0,40609.33,2024-04-06,2024-12-28,5,5,5,15,Champion,97.2,0,13.31980504698737,10.611777746724648,266,1.52,1,3,0.0,
8863,Nashik,Tier-3,Paid Ads,21,Female,3,20,1001239.0,50061.95,2024-11-26,2024-12-28,5,5,5,15,Champion,98.9,0,13.816749789799225,10.821036492534361,32,9.677,1,2,0.0,
9241,Kochi,Tier-2,App,48,Female,3,21,806382.5,38399.17,2023-10-20,2024-12-28,5,5,5,15,Champion,98.3,0,13.600314714780382,10.555817165649351,435,1.355,2,2,0.0,
5330,Delhi,Tier-1,Organic Search,37,Female,3,23,730416.0,31757.22,2024-08-06,2024-12-28,5,5,5,15,Champion,98.0,0,13.501370882909892,10.365906868450423,144,3.966,3,4,0.0,
384,Delhi,Tier-1,Email Campaign,21,Male,3,28,767580.5,27413.59,2024-12-03,2024-12-28,5,5,5,15,Champion,98.2,0,13.550999941730925,10.218830632409885,25,15.273,3,3,0.0,
1939,Nashik,Tier-3,Social Media,34,Male,3,31,1034601.0,33374.23,2024-07-27,2024-12-28,5,5,5,15,Champion,99.0,0,13.84952736966393,10.415569287064573,154,5.054,1,3,0.0,
7720,Coimbatore,Tier-2,Referral,43,Male,3,36,1191495.0,33097.08,2024-09-20,2024-12-28,5,5,5,15,Champion,99.2,0,13.990720218402416,10.407230553640442,99,8.372,2,5,0.0,
8172,Pune,Tier-2,Paid Ads,34,Female,3,62,2576182.0,41551.32,2024-03-11,2024-12-28,5,5,5,15,Champion,99.8,0,14.761819404055805,10.634708635066561,292,5.776,2,2,0.0,
6491,Chandigarh,Tier-2,Paid Ads,41,Male,3,352,13458170.5,38233.44,2024-07-18,2024-12-28,5,5,5,15,Champion,100.0,0,16.415097025998886,10.551491959104558,163,54.715,2,2,0.0,
7164,Hyderabad,Tier-1,Organic Search,23,Male,4,5,246910.0,49382.0,2024-04-06,2024-12-27,5,5,5,15,Champion,86.3,0,12.416783226791225,10.807361514395195,265,0.508,3,4,0.0,
2695,Surat,Tier-2,Organic Search,35,Male,4,5,275347.0,55069.4,2023-06-26,2024-12-27,5,5,5,15,Champion,88.5,0,12.525791031181408,10.916367645712988,550,0.259,2,4,0.0,
5804,Bhopal,Tier-2,Email Campaign,37,Male,4,5,352310.0,70462.0,2024-07-25,2024-12-27,5,5,5,15,Champion,92.7,0,12.772269587231046,11.16284302833769,155,0.811,2,3,0.0,
